Code Smell,Project,Package,Class,Method,Method,Class,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Long Method,ShareX,ShareX,NotificationForm,Dispose(bool disposing),HtmlEncode(string text),URLHelpers,0,1,2,2,0,12,12
Long Method,ShareX,ShareX,NotificationForm,"NotificationForm_MouseEnter(object sender, EventArgs e)",Restore(),WindowInfo,0,2,2,2,0,12,12
Long Method,ShareX,ShareX,NotificationForm,OnPaint(PaintEventArgs e),"AppendElement(this XmlNode parent, string tagName, stringtextContent, bool checkTextContent = true)",XMLExtensions,0,1,2,2,0,12,12
Long Method,ShareX,ShareX,QuickTaskInfo,ToString(),"GetElement(this XElement xe, params string[] elements)",XMLExtensions,0,0,2,2,0,0,0
Long Method,ShareX,ShareX,RecentTaskManager,InitItems(),"CreateEntryFromStream(this ZipArchive archive, Stream stream, string entryName, CompressionLevel compressionLevel)",ZipManager,0,0,4,4,2,1,2
Long Method,ShareX,ShareX,RecentTaskManager,UpdateMainWindowList(),Backup(string filePath),HistoryManager,0,0,2,2,0,1,2
Long Method,ShareX,ShareX,SettingManager,Import(string archivePath),Apply(Bitmap bmp),EdgeDetect,0,1,2,2,0,0,7
Long Method,ShareX,ShareX,SettingManager,LoadHotkeysConfig(),Apply(Bitmap bmp),Flip,0,0,2,2,1,0,7
Long Method,ShareX,ShareX,TaskHelpers,"AsyncOCRImage(Stream stream, string fileName, string filePath, OCROptions ocrOptions)",Apply(Bitmap bmp),Hue,0,4,2,2,3,0,0
Long Method,ShareX,ShareX,TaskHelpers,"CreateQRCode(string text, int size)",Apply(Bitmap bmp),Skew,0,2,0,0,1,0,0
Long Method,ShareX,ShareX,TaskHelpers,"CreateQRCode(string text, int width, int height)",Apply(Bitmap bmp),WatermarkConfig,0,3,2,2,1,0,0
Long Method,ShareX,ShareX,TaskHelpers,"FindDataType(string filePath, TaskSettings taskSettings)","GetFileNameRow(FileInfo fi, int level)",IndexerHtml,0,2,2,2,0,0,0
Long Method,ShareX,ShareX,TaskHelpers,"OCRImage(Image img, TaskSettings taskSettings = null)","IndexFolderParseable(FolderInfo dir, int level)",IndexerJson,0,2,0,0,3,0,0
Long Method,ShareX,ShareX,TaskHelpers,"OCRImage(Stream stream, string fileName, string filePath = null, TaskSettings taskSettings = null)",Close(),FFmpegCLIManager,0,4,2,2,1,0,0
Long Method,ShareX,ShareX,TaskHelpers,"OCRImage(string filePath, TaskSettings taskSettings = null)","Run(string path, string args)",FFmpegCLIManager,0,2,2,2,2,0,0
Long Method,ShareX,ShareX,TaskHelpers,OCRImage(TaskSettings taskSettings = null),UpdateEncodeProgress(string data),FFmpegCLIManager,0,1,2,2,2,0,0
Long Method,ShareX,ShareX,TaskHelpers,OpenAutoCapture(TaskSettings taskSettings = null),"DownloadFFmpeg(bool async, DownloaderForm.DownloaderInstallEventHandler installRequested)",FFmpegGitHubDownloader,0,1,3,2.5,0,0,0
Long Method,ShareX,ShareX,TaskHelpers,OpenImageEffectsSingleton(TaskSettings taskSettings = null),GetFFmpegArgs(),VideoConverterOptions,0,1,2,2,0,0,0
Long Method,ShareX,ShareX,TaskHelpers,"PrepareImage(Image img, TaskSettings taskSettings)",GetInput(),Program,0,2,3,3,2,0,0
Long Method,ShareX,ShareX,TaskHelpers,PrintImage(Image img),OnConfigSave(),BaseDrawingShape,0,1,2,2,0,0,0
Long Method,ShareX,ShareX,TaskHelpers,"SaveImageAsPNGStream(Image img, Stream stream, PNGBitDepth bitDepth)",OnUpdate(),BaseEffectShape,0,3,2,2,0,0,0
Long Method,ShareX,ShareX,TaskHelpers,ToggleActionsToolbar(),OnDraw(Graphics g),CropTool,0,0,3,3,0,0,0
Long Method,ShareX,ShareX,TaskManager,Task_UploadCompleted(WorkerTask task),DrawEllipse(Graphics g),EllipseDrawingShape,0,1,3,2.25,0,0,1
Long Method,ShareX,ShareX,TaskManager,UpdateProgressUI(),AutoPositionCenterPoints(),LineDrawingShape,0,0,2,2,2,0,1
Long Method,ShareX,ShareX,TaskRoundedCornerPanel,OnPaint(PaintEventArgs e),DrawLine(Graphics g),LineDrawingShape,0,1,2,2,0,1,1
Long Method,ShareX,ShareX,UploadManager,ClipboardUploadMainWindow(TaskSettings taskSettings = null),OnNodeUpdate(),LineDrawingShape,0,1,2,2,1,0,0
Long Method,ShareX,ShareX,UploadManager,ClipboardUploadWithContentViewer(TaskSettings taskSettings = null),DrawRectangle(Graphics g),RectangleDrawingShape,0,1,2,2,0,0,0
Long Method,ShareX,ShareX,UploadManager,"UploadFile(string filePath, TaskSettings taskSettings = null)",CloseWindow(RegionResult result = RegionResult.Close),RegionCaptureForm,0,2,2,2,1,0,0
Long Method,ShareX,ShareX,UploadManager,"UploadFile(string[] files, TaskSettings taskSettings = null)","DrawFPS(Graphics g, int offset)",RegionCaptureForm,0,2,2,2,2,0,0
Long Method,ShareX,ShareX,UploadManager,UploadFile(TaskSettings taskSettings = null),"RegionCaptureForm_Shown(object sender, EventArgs e)",RegionCaptureForm,0,1,2,2,1,0,0
Long Method,ShareX,ShareX,UploadManager,"UploadImageStream(Stream stream, string filename, TaskSettings taskSettings = null)",SetHandCursor(bool grabbing),RegionCaptureForm,0,3,2,2,0,0,0
Long Method,ShareX,ShareX,WorkerTask,Dispose(),Dispose(bool disposing),RegionCaptureLightForm,0,0,2,2,0,3,3
Long Method,ShareX,ShareX,WorkerTask,OnUploadProgressChanged(),OnDraw(Graphics g),ResizeNode,0,0,2,2,0,3,3
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,AnimatedGifCreator,"AddFrame(Image img, GIFQuality quality = GIFQuality.Default)",DrawSpeechBalloon(Graphics g),SpeechBalloonDrawingShape,0,2,3,2.3333333333333335,3,1,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,AnimatedGifCreator,"AddFrame(string path, GIFQuality quality = GIFQuality.Default)","DrawNumber(Graphics g, string text, Font font, Color textColor, Rectangle rect)",StepDrawingShape,0,2,2,2,1,1,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,AnimatedGifCreator,Finish(),"DrawItem(Graphics g, ImageListViewItem item, ItemState state, Rectangle bounds)",StickerImageListViewRenderer,0,0,2,2,0,1,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,BlackStyleCheckBox,OnClick(EventArgs e),GetWindowsList(),WindowsList,0,1,2,2,0,10,5
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,BlackStyleCheckBox,OnMouseEnter(EventArgs e),GetWindowInfoListAsync(int timeout),WindowsRectangleList,0,1,2,2,0,10,5
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,BlackStyleLabel,OnPaint(PaintEventArgs pe),CheckBackwardCompatibility(),CustomUploaderItem,0,1,2,2,1,5,5
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,Canvas,OnPaint(PaintEventArgs e),GetContentType(),CustomUploaderItem,0,1,0,0,1,2,2
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,CaptureHelpers,"CheckPixelColor(int x, int y, Color color, byte variation)","Parse(string text, bool isOutput)",CustomUploaderParser,0,4,3,3,1,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,CaptureHelpers,"CheckPixelColor(int x, int y, Color color)","GetUriPath(string filename, string subFolderPath = null)",FTPAccount,0,3,0,0,1,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,CaptureHelpers,GetPixelColor(),GetAccessToken(string code),GoogleOAuth2,0,0,0,0,2,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,CaptureHelpers,"GetPixelColor(int x, int y)","EditValue(ITypeDescriptorContext context, IServiceProvider provider, object value)",KeyFileNameEditor,0,2,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,CaptureHelpers,GetPixelColor(Point position),"CreateAuthenticationHeader(string username, string password)",RequestHelpers,0,1,0,0,1,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,CaptureHelpers,GetScreenBounds2(),"MakeFileInputContentOpen(string boundary, string fileFormName, string fileName)",RequestHelpers,0,0,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,CaptureHelpers,GetScreenBounds3(),"GetAccessTokenEx(string accessTokenURL, OAuthInfo authInfo, HttpMethod httpMethod = HttpMethod.GET)",Uploader,0,0,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,CaptureHelpers,ScreenToClient(Point p),OnEarlyURLCopyRequested(string url),Uploader,0,1,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,CaptureHelpers,ScreenToClient(Rectangle r),"ProcessError(Exception e, string requestURL)",Uploader,0,1,0,0,1,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,CLICommand,ToString(),"SendRequestDownload(HttpMethod method, string url, Stream downloadStream, Dictionary<string, string> args = null, NameValueCollection headers = null, CookieCollection cookies = null, string contentType = null)",Uploader,0,0,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ClipboardHelpers,CopyFile(string path),ErrorsToString(),UploadResult,0,1,2,2,1,0,3
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ClipboardHelpers,CopyFile(string[] paths),RefreshAccessToken(),Box,0,1,2,2,1,0,3
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ClipboardHelpers,GetFileDropList(bool checkContainsFileDropList = false),"CreateUploader(UploadersConfigconfig, TaskReferenceHelper taskInfo)",BoxFileUploaderService,0,1,2,2,0,0,3
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ClipboardHelpers,GetImageAlternative(),"GetPublicURL(string path, CopyURLType urlType = CopyURLType.Default)",Copy,0,0,2,2,1,0,3
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ColorHelpers,CMYKToColor(CMYK cmyk),"Copy(string fromPath, string toPath)",Dropbox,0,1,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ColorMatrixManager,"Apply(this ColorMatrix matrix, Bitmap bmp)","VerifyPath(string path, string filename = null)",Dropbox,0,2,2,2,1,0,3
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ColorMatrixManager,"Apply(this ColorMatrix matrix, Bitmap src, Bitmap dest, Rectangle destRect)","Upload(Stream stream, string fileName)",FileBin,0,4,2,2,0,0,3
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ColorMatrixManager,Grayscale(float value = 1),SendCommand(string command),FTP,0,1,0,0,0,0,3
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ColorUserControl,GetSliderColor(),"UploadFile(string localPath, string remotePath)",FTP,0,0,2,2,3,9,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ConvolutionMatrixManager,EdgeDetect(),"Login(string email, string password)",Ge_tt,0,0,0,0,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,Crc32,InitializeTable(uint polynomial),"Upload(Stream stream, string fileName)",Hostr,0,1,0,0,0,3,4
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,DPAPIEncryptedStringValueProvider,"SetValue(object target, object value)",GetFolderUrl(string folderID),OneDrive,0,2,2,2,0,1,2
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,DWMManager,Dispose(),"Upload(Stream stream, string fileName)",Pushbullet,0,0,0,0,1,2,2
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,EnumProperNameConverter,"ConvertFrom(ITypeDescriptorContext context, CultureInfo culture, object value)",ShareFile(string path),Seafile,0,3,2,2,0,1,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,Extensions,DisposeHandle(this Icon icon),"CreateUploader(UploadersConfig config, TaskReferenceHelper taskInfo)",SendSpaceFileUploaderService,0,1,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,Extensions,GetMimeType(this ImageFormat format),Disconnect(),SFTP,0,1,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,Extensions,"Move(this List<T> list, int oldIndex, int newIndex)",TranscodeFile(UploadResult result),Streamable,0,3,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,Extensions,MoveUp(this ListViewItem lvi),RefreshAccessToken(),Teknik,0,1,3,2.5,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ExternalProgram,Run(string inputPath),"Upload(Stream stream, string fileName)",Transfersh,0,1,4,2.2857142857142856,2,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,GifClass,GetImageData(List<byte> gifData),"GetAlbumsPage(int page, int perPage)",Imgur,0,1,2,2,0,6,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,HashCheck,Stop(),GetAuthorizationURL(),Imgur,0,0,2,2,0,1,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,Helpers,IsAdministrator(),"Upload(Stream stream, string fileName, string url, string msg = """")",TwitPicUploader,0,0,2,2,0,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,Helpers,"SafeStringFormat(IFormatProvider provider, string format, params object[] args)","Upload(Stream stream, string fileName)",UploadScreenshot,0,3,2,2,0,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,Helpers,"SafeStringFormat(string format, params object[] args)","Upload(Stream stream, string fileName,string msg)",YfrogUploader,0,2,0,0,1,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,HotkeyInfo,ToString(),ShareURL(string url),CustomURLSharer,0,0,2,2,1,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,HotkeySelectionButton,OnHotkeyChanged(),ShareURL(string url),PushbulletSharer,0,0,0,0,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,HotkeySelectionButton,OnKeyDown(KeyEventArgs kevent),GetPrivacy(PastebinPrivacy privacy),Pastebin,0,1,2,2,4,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,HotkeySelectionButton,StopEditing(),"UploadText(string text, string fileName)",Slexy,0,0,0,0,2,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageFilesCache,"GetFileIconAsImage(string filePath, bool isSmallIcon = true)",ShortenURL(string url),AdFlyURLShortener,0,2,2,2,0,1,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageHelpers,"ApplyAspectRatio(int width, int height, Bitmap bmp)",ShortenURL(string url),NlcmURLShortener,0,3,2,2,0,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageHelpers,"ApplyAspectRatio(Size size, Bitmap bmp)",ListAuthorsAsync(CancellationToken cancellationToken = default),ArticleService,0,2,0,0,1,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageHelpers,"BoxBlurVertical(UnsafeBitmap unsafeBitmap, int range, Rectangle rect)","ListTagsAsync(int? popular = null, int? limit = null, CancellationToken cancellationToken = default)",ArticleService,0,3,2,2,0,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageHelpers,"DrawBorder(Bitmap bmp, Color borderColor, int borderSize, BorderType borderType)","BuildAuthorizationUrl(IEnumerable<string> scopes, string myShopifyUrl, string shopifyApiKey, string redirectUrl, string state = null, IEnumerable<string> grants = null)",AuthorizationService,0,4,0,0,1,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageHelpers,"DrawBorder(Bitmap bmp, Color fromBorderColor, Color toBorderColor, LinearGradientMode gradientType, int borderSize, BorderType borderType)",IsValidShopDomainAsync(string url),AuthorizationService,0,6,0,0,1,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageHelpers,"DrawBorder(Bitmap bmp, GradientInfo gradientInfo, int borderSize, BorderType borderType)","UpdateAsync(long blogId, Blog blog, IEnumerable<MetaField> metafields = null, CancellationToken cancellationToken = default)",BlogService,0,4,2,2,1,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageHelpers,"DrawBorder(Bitmap bmp, Pen borderPen, BorderType borderType)","UpdateAsync(string token, Checkout updatedCheckout, CancellationToken cancellationToken = default)",CheckoutService,0,3,2,2,0,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageHelpers,GetImageFormat(string filePath),"UpdateAsync(long customCollectionId, CustomCollection customCollection, CancellationToken cancellationToken = default)",CustomCollectionService,0,1,2,2,0,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageHelpers,NonIndexedBitmap(Bitmap bmp),"SetDefault(long customerId, long addressId,CancellationToken cancellationToken = default)",CustomerAddressService,0,1,3,2.5,0,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageHelpers,"SplitImage(Image img, int rowCount, int columnCount)","CreateAsync(CustomerSavedSearch customerSavedSearch, CancellationToken cancellationToken = default)",CustomerSavedSearchService,0,3,2,2,0,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ImageViewer,Dispose(bool disposing),"DeleteAsync(long customerSavedSearchId,CancellationToken cancellationToken = default)",CustomerSavedSearchService,0,1,2,2,0,3,3
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,InputHelpers,"SendMouseClick(int x, int y, MouseButtons button = MouseButtons.Left)","GetAccountActivationUrl(long customerid, CancellationToken cancellationToken = default)",CustomerService,0,3,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,InputHelpers,SendMouseClick(MouseButtons button = MouseButtons.Left),"SendInviteAsync(long customerId, CustomerInvite invite = null, CancellationToken cancellationToken = default)",CustomerService,0,1,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,InputHelpers,"SendMouseClick(Point position, MouseButtons button = MouseButtons.Left)","CreateAsync(long giftCardId, GiftCardAdjustment adjustment, CancellationToken cancellationToken = default)",GiftCardAdjustmentService,0,2,0,0,1,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,InputManager,SendInputs(),"SearchAsync(GiftCardSearchFilter filter, CancellationToken cancellationToken = default)",GiftCardService,0,0,2,2,1,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,JsonHelpers,"Deserialize(TextReader textReader, ISerializationBinder serializationBinder = null)","AdjustAsync(InventoryLevelAdjust adjustInventoryLevel, CancellationToken cancellationToken = default)",InventoryLevelService,0,2,3,2.5,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,LayeredForm,"SelectBitmap(Bitmap bitmap, int opacity = 255)","ToSingleParameter(string propName, object value, PropertyInfo property)",Parameterizable,0,2,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,MyListView,OnDragOver(DragEventArgs drgevent),"ExecuteWithContentCoreAsync(string path, string resultRootElt, HttpMethod method, JsonContent content, CancellationToken cancellationToken)",ShopifyService,0,1,3,2.5,0,4,4
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,NumberExtensions,"ToSizeString(this long size, bool binary = false, int decimalPlaces = 2)","UpdateProductOrderAsync(long smartCollectionId, string sortOrder = null, params long[] productIds)",SmartCollectionService,0,3,2,2,0,0,2
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ObjectExtensions,"CopyFields(object originalObject, IDictionary<object, object> visited, object cloneObject, Type typeToReflect, BindingFlags bindingFlags = BindingFlags.Instance | BindingFlags.NonPublic | BindingFlags.Public | BindingFlags.FlattenHierarchy, Func<FieldInfo, bool> filter = null)","DeleteAsync(long themeId, CancellationToken cancellationToken = default)",ThemeService,0,6,2,2,2,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ObjectExtensions,"InternalCopy(object originalObject, IDictionary<object, object> visited)","MixFriction(float friction1, float friction2)",Settings,0,2,2,2,5,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,PingResult,ToString(),"MixRestitution(float restitution1, float restitution2)",Settings,0,0,3,2.090909090909091,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,PrintHelper,"printDocument_BeginPrint(object sender, PrintEventArgs e)",Break(),BreakableBody,0,2,2,2,0,4,4
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,PrintTextHelper,NextChar(),Decompose(),BreakableBody,0,0,0,0,1,4,6
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,RandomFast,Next(),"PostSolve(Contact contact, ContactVelocityConstraint impulse)",BreakableBody,0,0,2,2,0,0,2
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,RandomFast,Next(int maxValue),Update(),BreakableBody,0,1,2,2,0,0,2
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,RandomFast,"Next(int minValue, int maxValue)",,,0,2,2,2,0,0,2
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,Reflector,GetType(string typeName),,,0,1,2,2,0,2,2
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ShareXResources,"ApplyTheme(Form form, bool setIcon = true)",,,0,2,2,2,2,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ShareXResources,"ToolTip_Draw(object sender, DrawToolTipEventArgs e)",,,0,2,2,2,0,0,1
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,ShortcutHelpers,GetShortcutTargetPath(string shortcutPath),,,0,1,2,2,0,0,0
Long Method,ShareX.HelpersLib,ShareX.HelpersLib,StreamExtensions,"CopyStreamTo64(this FileStream fromStream, Stream toStream, long offset, int length, int bufferSize = DefaultBufferSize)",,,0,5,2,2,0,0,1
